Date,Open,High,Low,Close,Adj Close,Volume
2017-05-27,18.040001,18.270000,17.940001,17.950001,17.950001,9577600
2017-05-28,18.040001,18.270000,17.940001,17.950001,17.950001,9577600
2017-05-29,17.990000,18.299999,17.950001,18.230000,18.230000,10459400
2017-05-30,18.209999,18.719999,18.180000,18.430000,18.430000,18190700
2017-05-31,18.480000,18.600000,18.080000,18.320000,18.320000,17417200
2017-06-01,18.219999,18.660000,18.200001,18.530001,18.530001,13178600
2017-06-02,18.530001,18.580000,18.219999,18.309999,18.309999,9367600
